ISSN;Título;Área de Avaliação;Estrato
0927-7099;COMPUTATIONAL ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0927-7757;COLLOIDS AND SURFACES. A, PHYSICOCHEMICAL AND ENGINEERING ASPECTS (PRINT);BIODIVERSIDADE;B1
0927-7757;COLLOIDS AND SURFACES. A, PHYSICOCHEMICAL AND ENGINEERING ASPECTS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0927-7765;COLLOIDS AND SURFACES. B, BIOINTERFACES (PRINT);BIODIVERSIDADE;A2
0927-7765;COLLOIDS AND SURFACES. B, BIOINTERFACES (PRINT);ASTRONOMIA / FÍSICA                               ;A2
0927-7765;COLLOIDS AND SURFACES. B, BIOINTERFACES;ASTRONOMIA / FÍSICA                               ;A2
0928-0707;JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY;ASTRONOMIA / FÍSICA                               ;B3
0928-0987;EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES;ASTRONOMIA / FÍSICA                               ;B1
0928-1541;IAWA JOURNAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0928-4931;MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0928-4931;MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT);ARQUITETURA, URBANISMO E DESIGN;A1
0928-4931;MATERIALS SCIENCE & ENGINEERING. C, BIOMIMETIC MATERIALS, SENSORS AND SYSTEMS (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0928-8910;AUTOMATED SOFTWARE ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0929-1016;BIOLOGICAL RHYTHM RESEARCH;BIODIVERSIDADE;B3
0929-1393;APPLIED SOIL ECOLOGY (PRINT);BIODIVERSIDADE;A2
0929-1725;MATERIALS LETTERS;ASTRONOMIA / FÍSICA                               ;B1
0929-1873;EUROPEAN JOURNAL OF PLANT PATHOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0929-8215;JOURNAL OF NEW MUSIC RESEARCH;ARTES;A1
0929-8665;PROTEIN AND PEPTIDE LETTERS;ASTRONOMIA / FÍSICA                               ;B5
0929-8673;CURRENT MEDICINAL CHEMISTRY;ASTRONOMIA / FÍSICA                               ;B1
0930-7575;CLIMATE DYNAMICS;BIODIVERSIDADE;A1
0931-2668;JOURNAL OF ANIMAL BREEDING AND GENETICS (1986);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0931-9484;LUSORAMA;ARTES;B5
0932-0067;ARCHIVES OF GYNECOLOGY AND OBSTETRICS;BIODIVERSIDADE;B2
0932-0067;ARCHIVES OF GYNECOLOGY AND OBSTETRICS (PRINT);ARQUITETURA, URBANISMO E DESIGN;A1
0932-0113;PARASITOLOGY RESEARCH (1987. PRINT);ASTRONOMIA / FÍSICA                               ;B2
0932-0776;ZEITSCHRIFT FUR NATURFORSCHUNG. B, A JOURNAL OF CHEMICAL SCIENCES;ASTRONOMIA / FÍSICA                               ;B5
0932-0784;ZEITSCHRIFT FUR NATURFORSCHUNG. A, A JOURNAL OF PHYSICAL SCIENCES;ASTRONOMIA / FÍSICA                               ;B4
0933-7954;SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0934-0866;PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION;ASTRONOMIA / FÍSICA                               ;A2
0935-4956;THE ASTRONOMY AND ASTROPHYSICS REVIEW;ASTRONOMIA / FÍSICA                               ;A1
0935-9648;ADVANCED MATERIALS (WEINHEIM);ASTRONOMIA / FÍSICA                               ;A1
0935-9648;ADVANCED MATERIALS (WEINHEIM PRINT);ASTRONOMIA / FÍSICA                               ;A1
0936-577X;CLIMATE RESEARCH;BIODIVERSIDADE;B2
0936-6768;REPRODUCTION IN DOMESTIC ANIMALS (1990);ARQUITETURA, URBANISMO E DESIGN;A1
0936-9937;JOURNAL OF EVOLUTIONARY ECONOMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0937-7409;CHEMOECOLOGY (PRINTED ED.);BIODIVERSIDADE;B1
0937-9347;APPLIED MAGNETIC RESONANCE;ASTRONOMIA / FÍSICA                               ;B4
0937-9827;INTERNATIONAL JOURNAL OF LEGAL MEDICINE (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0938-8249;MIR. MANAGEMENT INTERNATIONAL REVIEW (1990);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0938-8990;MAMMALIAN GENOME (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0939-4451;AMINO ACIDS (WIEN. PRINT);BIODIVERSIDADE;B1
0939-6314;VEGETATION HISTORY AND ARCHAEOBOTANY;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0939-6411;EUROPEAN JOURNAL OF PHARMACEUTICS AND BIOPHARMACEUTICS;ASTRONOMIA / FÍSICA                               ;B1
0940-2993;EXPERIMENTAL AND TOXICOLOGIC PATHOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B3
0940-5550;GAIA (HEIDELBERG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0940-9602;ANNALS OF ANATOMY;BIODIVERSIDADE;B2
0941-4355;SUPPORTIVE CARE IN CANCER;ASTRONOMIA / FÍSICA                               ;B2
0942-9352;ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE (MUNCHEN. 1991);ASTRONOMIA / FÍSICA                               ;B3
0944-1344;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL;ASTRONOMIA / FÍSICA                               ;B2
0944-1344;ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0945-9871;AQUA (NEU-ISENBURG);BIODIVERSIDADE;C 
0946-2171;APPLIED PHYSICS. B, LASERS AND OPTICS (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0946-672X;JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY;ASTRONOMIA / FÍSICA                               ;B2
0946-7076;MICROSYSTEM TECHNOLOGIES;ASTRONOMIA / FÍSICA                               ;B4
0947-6539;CHEMISTRY - A EUROPEAN JOURNAL;BIODIVERSIDADE;A1
0947-6539;CHEMISTRY - A EUROPEAN JOURNAL;ASTRONOMIA / FÍSICA                               ;A2
0947-7047;IONICS (KIEL);ASTRONOMIA / FÍSICA                               ;B1
0947-8396;APPLIED PHYSICS. A, MATERIALS SCIENCE & PROCESSING (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0947-8396;APPLIED PHYSICS. A, MATERIALS SCIENCE & PROCESSING;ASTRONOMIA / FÍSICA                               ;B2
0947-8396;APPLIED PHYSICS. A, MATERIALS SCIENCE & PROCESSING (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0948-3055;AQUATIC MICROBIAL ECOLOGY;BIODIVERSIDADE;A2
0948-3349;THE INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0948-5023;JOURNAL OF MOLECULAR MODELING (ONLINE);ASTRONOMIA / FÍSICA                               ;B2
0948-695X;JOURNAL OF UNIVERSAL COMPUTER SCIENCE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0949-1775;ACCREDITATION AND QUALITY ASSURANCE;BIODIVERSIDADE;B3
0949-8257;JBIC. JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0950-0340;JOURNAL OF MODERN OPTICS (PRINT);ASTRONOMIA / FÍSICA                               ;B3
0950-0618;CONSTRUCTION & BUILDING MATERIALS;ASTRONOMIA / FÍSICA                               ;B2
0950-0618;CONSTRUCTION & BUILDING MATERIALS;ARQUITETURA, URBANISMO E DESIGN;A1
0950-0618;CONSTRUCTION & BUILDING MATERIALS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0950-0693;INTERNATIONAL JOURNAL OF SCIENCE EDUCATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0950-0839;PHILOSOPHICAL MAGAZINE LETTERS (PRINT);ASTRONOMIA / FÍSICA                               ;B5
0950-1991;DEVELOPMENT (CAMBRIDGE);ASTRONOMIA / FÍSICA                               ;A2
0950-2289;MASONRY INTERNATIONAL;ARQUITETURA, URBANISMO E DESIGN;B4
0950-3293;FOOD QUALITY AND PREFERENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0950-5423;INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B4
0950-5849;INFORMATION AND SOFTWARE TECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0950-6608;INTERNATIONAL MATERIALS REVIEWS;ASTRONOMIA / FÍSICA                               ;A1
0950-7051;KNOWLEDGE-BASED SYSTEMS;ASTRONOMIA / FÍSICA                               ;B1
0950-7051;KNOWLEDGE-BASED SYSTEMS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0950-9240;JOURNAL OF HUMAN HYPERTENSION;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0951-192X;INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0951-3558;INTERNATIONAL JOURNAL OF PUBLIC SECTOR MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0951-3574;ACCOUNTING, AUDITING & ACCOUNTABILITY JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0951-4198;RCM. RAPID COMMUNICATIONS IN MASS SPECTROMETRY;ASTRONOMIA / FÍSICA                               ;B1
0951-7715;NONLINEARITY (BRISTOL. PRINT);ASTRONOMIA / FÍSICA                               ;B3
0951-8320;RELIABILITY ENGINEERING & SYSTEMS SAFETY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0952-1895;GOVERNANCE (OXFORD. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0952-1976;ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0952-3367;INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0952-3499;JMR. JOURNAL OF MOLECULAR RECOGNITION;ASTRONOMIA / FÍSICA                               ;B1
0952-4622;BIOACOUSTICS (BERKHAMSTED);BIODIVERSIDADE;B1
0952-4649;JOURNAL OF DESIGN HISTORY;ARQUITETURA, URBANISMO E DESIGN;B1
0952-4746;JOURNAL OF RADIOLOGICAL PROTECTION (PRINT);ASTRONOMIA / FÍSICA                               ;B3
0953-2048;SUPERCONDUCTOR SCIENCE AND TECHNOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0953-4075;JOURNAL OF PHYSICS. B, ATOMIC MOLECULAR AND OPTICAL PHYSICS (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0953-4814;JOURNAL OF ORGANISATIONAL CHANGE MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0953-5365;BIOLOGICAL SCIENCES REVIEW;BIODIVERSIDADE;C 
0953-7325;TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0953-8585;PHYSICS WORLD;ASTRONOMIA / FÍSICA                               ;B5
0953-8984;JOURNAL OF PHYSICS. CONDENSED MATTER (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0953-8984;JOURNAL OF PHYSICS. CONDENSED MATTER;ASTRONOMIA / FÍSICA                               ;B1
0954-0091;CONNECTION SCIENCE (PRINT);ARTES;B3
0954-0962;PUBLIC MONEY & MANAGEMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0954-1020;ANTARCTIC SCIENCE (PRINT);BIODIVERSIDADE;A2
0954-349X;STRUCTURAL CHANGE AND ECONOMIC DYNAMICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0954-3899;JOURNAL OF PHYSICS. G, NUCLEAR AND PARTICLE PHYSICS;ASTRONOMIA / FÍSICA                               ;B1
0954-7118;INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0955-2219;JOURNAL OF THE EUROPEAN CERAMIC SOCIETY;ASTRONOMIA / FÍSICA                               ;B1
0955-534X;EUROPEAN BUSINESS REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0955-8810;BEHAVIOURAL PHARMACOLOGY;BIODIVERSIDADE;B2
0956-053X;WASTE MANAGEMENT (ELMSFORD);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0956-5221;SCANDINAVIAN JOURNAL OF MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0956-5663;BIOSENSORS & BIOELECTRONICS;BIODIVERSIDADE;A1
0956-5663;BIOSENSORS & BIOELECTRONICS;ASTRONOMIA / FÍSICA                               ;A1
0956-7135;FOOD CONTROL;ASTRONOMIA / FÍSICA                               ;B1
0956-7135;FOOD CONTROL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0957-0233;MEASUREMENT SCIENCE & TECHNOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0957-1558;FRENCH CULTURAL STUDIES (CHALFONT ST. GILES);ARTES;B4
0957-1787;UTILITIES POLICY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0957-4093;INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0957-4174;EXPERT SYSTEMS WITH APPLICATIONS;ASTRONOMIA / FÍSICA                               ;B2
0957-4174;EXPERT SYSTEMS WITH APPLICATIONS;ARQUITETURA, URBANISMO E DESIGN;A1
0957-4174;EXPERT SYSTEMS WITH APPLICATIONS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0957-4484;NANOTECHNOLOGY (BRISTOL. PRINT);ASTRONOMIA / FÍSICA                               ;A2
0957-4484;NANOTECHNOLOGY (BRISTOL. PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0957-4522;JOURNAL OF MATERIALS SCIENCE. MATERIALS IN ELECTRONICS;ASTRONOMIA / FÍSICA                               ;B2
0957-4522;JOURNAL OF MATERIALS SCIENCE. MATERIALS IN ELECTRONICS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0957-4530;JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE;ASTRONOMIA / FÍSICA                               ;B1
0957-4530;JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE;ARQUITETURA, URBANISMO E DESIGN;A1
0957-8765;VOLUNTAS (MANCHESTER);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0957-9265;DISCOURSE & SOCIETY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0958-3157;BIOCONTROL SCIENCE AND TECHNOLOGY (PRINT);BIODIVERSIDADE;B1
0958-5192;INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0958-6946;INTERNATIONAL DAIRY JOURNAL;ASTRONOMIA / FÍSICA                               ;B3
0959-0552;INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0959-2709;BIRD CONSERVATION INTERNATIONAL;BIODIVERSIDADE;B1
0959-2989;BIO-MEDICAL MATERIALS AND ENGINEERING;ASTRONOMIA / FÍSICA                               ;B5
0959-3020;ISOKINETICS AND EXERCISE SCIENCE;ASTRONOMIA / FÍSICA                               ;B5
0959-3330;ENVIRONMENTAL TECHNOLOGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0959-3845;INFORMATION TECHNOLOGY & PEOPLE (BRADFORD);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0959-3985;PHYSIOTHERAPY THEORY AND PRACTICE;ASTRONOMIA / FÍSICA                               ;B5
0959-4493;VETERINARY DERMATOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B3
0959-4973;ANTI-CANCER DRUGS;BIODIVERSIDADE;B2
0959-6119;INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0959-6526;JOURNAL OF CLEANER PRODUCTION;ASTRONOMIA / FÍSICA                               ;A2
0959-6526;JOURNAL OF CLEANER PRODUCTION;ARQUITETURA, URBANISMO E DESIGN;A1
0959-6526;JOURNAL OF CLEANER PRODUCTION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0959-6836;HOLOCENE (SEVENOAKS);ASTRONOMIA / FÍSICA                               ;B1
0959-6941;EUROPEAN BUSINESS LAW REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0959-7743;CAMBRIDGE ARCHAEOLOGICAL JOURNAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0959-8049;EUROPEAN JOURNAL OF CANCER;ASTRONOMIA / FÍSICA                               ;A2
0959-8324;MICROELECTRONICS JOURNAL;ARTES;B5
0959-8472;PHYSICS REVIEW (DEDDINGTON);ASTRONOMIA / FÍSICA                               ;C 
0959-9428;JOURNAL OF MATERIALS CHEMISTRY C;ASTRONOMIA / FÍSICA                               ;A1
0960-0035;INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0960-0779;CHAOS, SOLITONS AND FRACTALS;ASTRONOMIA / FÍSICA                               ;B2
0960-0779;CHAOS, SOLITONS & FRACTALS;ASTRONOMIA / FÍSICA                               ;B2
0960-1317;JOURNAL OF MICROMECHANICS AND MICROENGINEERING (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0960-1406;INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0960-1481;RENEWABLE ENERGY;ASTRONOMIA / FÍSICA                               ;B1
0960-1481;RENEWABLE ENERGY;ARQUITETURA, URBANISMO E DESIGN;A1
0960-1481;RENEWABLE ENERGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0960-3085;FOOD AND BIOPRODUCTS PROCESSING;ASTRONOMIA / FÍSICA                               ;B2
0960-3085;FOOD AND BIOPRODUCTS PROCESSING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0960-3107;APPLIED FINANCIAL ECONOMICS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0960-3115;BIODIVERSITY AND CONSERVATION;BIODIVERSIDADE;A1
0960-3123;INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0960-6491;INDUSTRIAL AND CORPORATE CHANGE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0960-8524;BIORESOURCE TECHNOLOGY;BIODIVERSIDADE;A1
0960-8931;MELANOMA RESEARCH;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0960-894X;BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT);BIODIVERSIDADE;B2
0960-894X;BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0960-894X;BIOORGANIC & MEDICINAL CHEMISTRY LETTERS;ASTRONOMIA / FÍSICA                               ;B2
0960-894X;BIOORGANIC & MEDICINAL CHEMISTRY LETTERS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0960-9822;CURRENT BIOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0961-3218;BUILDING RESEARCH AND INFORMATION (PRINT);ARQUITETURA, URBANISMO E DESIGN;A1
0961-4524;DEVELOPMENT IN PRACTICE (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0961-754X;COMMON KNOWLEDGE (OXFORD);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0961-9534;BIOMASS & BIOENERGY;BIODIVERSIDADE;A2
0961-9534;BIOMASS & BIOENERGY;ASTRONOMIA / FÍSICA                               ;B1
0961-9534;BIOMASS & BIOENERGY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0962-7286;ANIMAL WELFARE;BIODIVERSIDADE;B1
0962-8452;PROCEEDINGS - ROYAL SOCIETY. BIOLOGICAL SCIENCES (PRINT);ASTRONOMIA / FÍSICA                               ;A2
0962-8452;PROCEEDINGS - ROYAL SOCIETY. BIOLOGICAL SCIENCES (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0962-8770;BUSINESS ETHICS (OXFORD. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0962-9351;MEDIATORS OF INFLAMMATION (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0963-0252;PLASMA SOURCES SCIENCE & TECHNOLOGY (PRINT);ASTRONOMIA / FÍSICA                               ;B1
0963-1690;CREATIVITY AND INNOVATION MANAGEMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0963-8180;EUR ACCOUNT REV;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0963-8687;JOURNAL OF STRATEGIC INFORMATION SYSTEMS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0963-8695;NDT & E INTERNATIONAL;ASTRONOMIA / FÍSICA                               ;B2
0963-9969;FOOD RESEARCH INTERNATIONAL;ASTRONOMIA / FÍSICA                               ;B2
0963-9969;FOOD RESEARCH INTERNATIONAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0964-8305;INTERNATIONAL BIODETERIORATION & BIODEGRADATION;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0964-8410;CORPORATE GOVERNANCE (OXFORD. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0965-0393;MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING (PRINT);ASTRONOMIA / FÍSICA                               ;B2
0965-7576;REVIEW OF INTERNATIONAL ECONOMICS (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0965-9978;ADVANCES IN ENGINEERING SOFTWARE;ARQUITETURA, URBANISMO E DESIGN;A2
0966-0429;JOURNAL OF NURSING MANAGEMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0966-0844;BIOMETALS (OXFORD);BIODIVERSIDADE;B2
0966-0844;BIOMETALS (OXFORD);ASTRONOMIA / FÍSICA                               ;B1
0966-369X;GENDER, PLACE AND CULTURE (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0966-6362;GAIT & POSTURE;ASTRONOMIA / FÍSICA                               ;B2
0966-6923;JOURNAL OF TRANSPORT GEOGRAPHY;ARQUITETURA, URBANISMO E DESIGN;A1
0966-6923;JOURNAL OF TRANSPORT GEOGRAPHY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0966-9795;INTERMETALLICS (BARKING);ASTRONOMIA / FÍSICA                               ;B1
0967-070X;TRANSPORT POLICY (OXFORD);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0967-3849;CHROMOSOME RESEARCH;BIODIVERSIDADE;B2
0967-6120;AQUACULTURE INTERNATIONAL;BIODIVERSIDADE;B1
0968-0004;TRENDS IN BIOCHEMICAL SCIENCES (REGULAR ED.);ASTRONOMIA / FÍSICA                               ;A2
