ISSN;Título;Área de Avaliação;Estrato
2177-2738;RA'E GA: O ESPAÇO GEOGRÁFICO EM ANÁLISE;ARQUITETURA, URBANISMO E DESIGN;B4
2177-2738;RA'E GA: O ESPAÇO GEOGRÁFICO EM ANÁLISE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-2754;RAHIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES(AS) NEGROS(AS) - ABPN;ARTES;C 
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES/AS NEGROS/AS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES(AS) NEGROS(AS) - ABPN;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2770;REVISTA ABPN;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-2789;LUMEN ET VIRTUS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-2886;REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO;ARTES;B4
2177-2886;REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-2886;REVISTA LATINO-AMERICANA DE GEOGRAFIA E GÊNERO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-2894;REVISTA THEMA;ASTRONOMIA / FÍSICA                               ;C 
2177-2894;REVISTA THEMA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-2940;DIÁLOGOS (MARINGA);ARTES;B2
2177-2940;DIÁLOGOS (MARINGA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2177-3068;GESTÃO CONTEMPORÂNEA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-3246;REVISTA DE GEOPOLITICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-3300;REVISTA PERCURSO (UEM) Online;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-3548;REVISTA PERSPECTIVAS EM ANÁLISE DO COMPORTAMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-3726;VIANNASAPIENS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-3726;VIANNA SAPIENS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-3726;"REVISTA ""VIANNA SAPIENS""";ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-3734;CADERNOS ABEA;ARQUITETURA, URBANISMO E DESIGN;B5
2177-3815;REVISTA OPINIÃES ? REVISTA DOS ALUNOS DE LITERATURA BRASILEIRA USP;ARTES;B5
2177-4005;CINERGIS;ARTES;B3
2177-4005;CINERGIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-4080;INVESTIGAÇÃO ONLINE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-4129;REVISTA MEMÓRIA EM REDE;ARQUITETURA, URBANISMO E DESIGN;B4
2177-4129;REVISTA MEMÓRIA EM REDE;ARQUITETURA, URBANISMO E DESIGN;B4
2177-4129;REVISTA MEMÓRIA EM REDE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-4153;CAPITAL CIENTÍFICO;ARQUITETURA, URBANISMO E DESIGN;B3
2177-4153;CAPITAL CIENTÍFICO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-4218;MARE NOSTRUM. ESTUDOS SOBRE O MEDITERRÂNEO ANTIGO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-4218;MARE NOSTRUM ? ESTUDOS SOBRE O MEDITERRÂNEO ANTIGO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-4307;ACTA GEOGRAFICA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2177-451X;SINERGIA (IFSP. ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-4641;REVISTA ELETRÔNICA DON DOMÊNICO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-4870;REVISTA D.: DESIGN, EDUCAÇÃO, SOCIEDADE E SUSTENTABILIDADE;ARTES;B3
2177-4870;REVISTA D: DESIGN, EDUCAÇÃO, SOCIEDADE E SUSTENTABILIDADE;ARQUITETURA, URBANISMO E DESIGN;B3
2177-4870;REVISTA D.: DESIGN, EDUCAÇÃO, SOCIEDADE E SUSTENTABILIDADE;ARQUITETURA, URBANISMO E DESIGN;B3
2177-4870;REVISTA D.: DESIGN, EDUCAÇÃO, SOCIEDADE E SUSTENTABILIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-4986;COMPETÊNCIA - REVISTA DA EDUCAÇÃO SUPERIOR DO SENAC-RS;ARQUITETURA, URBANISMO E DESIGN;B5
2177-4986;COMPETÊNCIA - REVISTA DA EDUCAÇÃO SUPERIOR DO SENAC-RS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-4994;REVISTA ENSAIOS FILOSÓFICOS;ARTES;B5
2177-4994;ENSAIOS FILOSÓFICOS;ARQUITETURA, URBANISMO E DESIGN;C 
2177-5087;ECCOM - EDUCAÇÃO, CULTURA E COMUNICAÇÃO;ARQUITETURA, URBANISMO E DESIGN;B5
2177-5087;ECCOM - EDUCAÇÃO, CULTURA E COMUNICAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-5133;COMUNICATA SCIENTIAE (ONLINE);BIODIVERSIDADE;B4
2177-5133;COMUNICATA SCIENTIAE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-5141;(N.T.) REVISTA LITERÁRIA EM TRADUÇÃO;BIODIVERSIDADE;C 
2177-5184;REVISTA BRASILEIRA DE MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-5184;REMARK. REVISTA BRASILEIRA DE MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-5230;GEOSUL;ARQUITETURA, URBANISMO E DESIGN;B3
2177-5230;GEOSUL;ARQUITETURA, URBANISMO E DESIGN;B3
2177-5230;GEOSUL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-5230;GEOSUL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-5230;GEOSUL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-5281;ADOLESCÊNCIA & SAÚDE;BIODIVERSIDADE;C 
2177-5303;UNISUL DE FATO E DE DIREITO;ARTES;B4
2177-5303;UNISUL DE FATO E DE DIREITO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-5648;OPSIS;ARTES;B4
2177-5648;OPSIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2177-5672;REVISTA TRAMA INTERDISCIPLINAR;ARTES;B1
2177-5672;REVISTA TRAMA INDISCIPLINAR;ARTES;B1
2177-5672;REVISTA TRAMA INTERDISCIPLINAR;ARQUITETURA, URBANISMO E DESIGN;B3
2177-5745;REVISTA POÉTICAS VISUAIS - ARTE E LINGUAGEM;ARTES;B3
2177-5745;REVISTA POÉTICAS VISUAIS;ARTES;B3
2177-5745;REVISTA POÉTICAS VISUAIS - ARTE E LINGUAGEM;ARQUITETURA, URBANISMO E DESIGN;B5
2177-5745;REVISTA POÉTICAS VISUAIS;ARQUITETURA, URBANISMO E DESIGN;B5
2177-5788;REVISTA DE ESTUDOS UNIVERSITÁRIOS;ARTES;C 
2177-5796;QUAESTIO: REVISTA DE ESTUDOS DE EDUCAÇÃO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-5923;REVISTA CIENTÍFICA DA AJES- RCA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-6032;TECNOLOGIA DE CRÉDITO (SERASA-EXPERIAN);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-6032;REVISTA TECNOLOGIA DE CRÉDITO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-6059;ROTEIRO;ARTES;B2
2177-6083;ADMINISTRAÇÃO: ENSINO E PESQUISA (RAEP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-6083;ADMINISTRAÇÃO: ENSINO E PESQUISA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-6121;LAMPARINA: REVISTA DE ENSINO DO TEATRO;ARTES;C 
2177-6121;LAMPARINA - REVISTA DE ENSINO DE TEATRO;ARTES;C 
2177-6121;LAMPARINA;ARTES;C 
2177-6202;CALIDOSCOPIO (ONLINE);ARQUITETURA, URBANISMO E DESIGN;B1
2177-6210;EDUCAÇÃO UNISINOS (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2177-6210;EDUCAÇÃO UNISINOS (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6229;CIÊNCIAS SOCIAIS UNISINOS;ARTES;B1
2177-6229;CIÊNCIAS SOCIAIS UNISINOS;ARQUITETURA, URBANISMO E DESIGN;B3
2177-6229;REVISTA CIÊNCIAS SOCIAIS UNISINOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-6229;CIÊNCIAS SOCIAIS UNISINOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-6229;REVISTA CIÊNCIAS SOCIAIS UNISINOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6229;CIÊNCIAS SOCIAIS UNISINOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6342;SAPERE AUDE: REVISTA DE FILOSOFIA;ARTES;B3
2177-6342;SAPERE AUDE: REVISTA DE FILOSOFIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-6522;REVISTA GESTÃO & TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6571;REVSITA ANTT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-6571;REVISTA ANTT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-6628;REVISTA PRÓ-DISCENTE: CADERNO DE PRODUÇÕES ACADÊMICO-CIENTÍFICAS DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO - UFES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-6644;REVISTA TEMPO, ESPAÇO E LINGUAGEM;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-6652;REVISTA GESTÃO & TECNOLOGIA;ARQUITETURA, URBANISMO E DESIGN;B3
2177-6652;REVISTA GESTÃO E TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6652;REVISTA GESTÃO & TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6652;REVISTA GESTÃO & TECNOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2177-6784;SISTEMA PENAL & VIOLÊNCIA REVISTA ELETRÔNICA DA FACULDADE DE DIREITO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CRIMINAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2177-6784;SISTEMA PENAL & VIOLÊNCIA REVISTA ELETRÔNICA DA FACULDADE DE DIREITO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CRIMINAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-6830;CIÊNCIA DA MADEIRA;ASTRONOMIA / FÍSICA                               ;C 
2177-6830;CIÊNCIA DA MADEIRA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-7284;REVISTA ELETRÔNICA GESTÃO E SERVIÇOS (REGS);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-7284;REVISTA ELETRÔNICA GESTÃO E SERVIÇOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2177-742X;REVISTA DA UNIFEBE (ONLINE);ARQUITETURA, URBANISMO E DESIGN;C 
2177-742X;REVISTA ELETRÔNICA DA UNIFEBE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-742X;REVISTA DA UNIFEBE (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-756X;CIÊNCIAS HUMANAS E SOCIAIS EM REVISTA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2177-7675;SUSTENTABILIDADE EM DEBATE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-8183;REVASF - REVISTA DE EDUCAÇÃO DA UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-8310;EAD EM FOCO;ASTRONOMIA / FÍSICA                               ;C 
2177-8310;EAD EM FOCO;ARTES;B3
2177-8310;EAD EM FOCO - REVISTA DE EDUCAÇÃO A DISTÂNCIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-8310;EAD EM FOCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2177-8426;REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA FAT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-8426;REAC.REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA FAT;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-8426;REAC-REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2177-8566;REVISTA POIÉSIS;ARTES;C 
2177-8736;REGE REVISTA DE GESTAO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-8736;CADERNO DE PESQUISAS EM ADMINISTRAÇÃO (USP) (CESSOU EM 2005. CONT. ISSN 1809-2276 REGE. REVISTA DE GESTÃO USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2177-8841;MORINGA - ARTES DO ESPETÁCULO (UFPB);ARTES;A2
2177-8841;MORINGA;ARTES;A2
2177-9074;AMAN-TI-KYR;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-0080;REVISTA ADMINISTRAÇÃO EM DIÁLOGO - RAD;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-0102;REVISTA FORGE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-0145;COMUNICAÇÃO & INOVAÇÃO (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-0382;REVISTA DE LOGÍSTICA DA FATEC-CARAPICUÍBA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-0382;REVISTA DE LOGÍSTICA DA FATEC-CARAPICUÍBA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-0463;GEOSABERES REVISTA DE ESTUDOS GEOEDUCACIONAIS;ARQUITETURA, URBANISMO E DESIGN;B5
2178-0463;GEOSABERES REVISTA DE ESTUDOS GEOEDUCACIONAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2178-0463;GEOSABERES: REVISTA DE ESTUDOS GEOEDUCACIONAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-0463;GEOSABERES REVISTA DE ESTUDOS GEOEDUCACIONAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-0587;ECONOMIC ANALYSIS OF LAW REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-079X;CADERNOS DE EDUCAÇÃO -UFPEL (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-0811;TEMPOS ACADÊMICOS (UNESC);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-1036;GRIOT - REVISTA DE FILOSOFIA;ARQUITETURA, URBANISMO E DESIGN;B4
2178-1141;REVISTA HISTÓRIA SOCIAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2178-1206;REBENTO: REVISTA DE ARTES DO ESPETÁCULO;ARTES;C 
2178-1206;REBENTO: REVISTA DAS ARTES DO ESPETÁCULO;ARTES;C 
2178-1370;ANUÁRIO DO PARÁ;BIODIVERSIDADE;C 
2178-1443;REVISTA PALAVRA SESC;ARQUITETURA, URBANISMO E DESIGN;C 
2178-1486;WEB-REVISTA SOCIODIALETO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-1486;WEB-REVISTA SOCIODIALETO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-1494;ESTUDOS HISTÓRICOS;ARQUITETURA, URBANISMO E DESIGN;A2
2178-1494;ESTUDOS HISTÓRICOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
2178-1699;CHÃO URBANO (ONLINE);ARQUITETURA, URBANISMO E DESIGN;C 
2178-1869;VERBO;ARQUITETURA, URBANISMO E DESIGN;C 
2178-1869;VERBO - REVISTA DA ASSOCIAÇÃO BRASILEIRA DAS EDITORAS UNIVERSITÁRIAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2178-1869;VERBO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2178-1974;REVISTA DESIGN & TECNOLOGIA;ARQUITETURA, URBANISMO E DESIGN;A2
2178-1974;DESIGN E TECNOLOGIA;ARQUITETURA, URBANISMO E DESIGN;A2
2178-2016;REVISTA DE EXTENSÃO DA UFS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-2075;INCID: REVISTA DE DOCUMENTAÇÃO E CIÊNCIA DA INFORMAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-2075;INCID: REVISTA DE CIÊNCIA DA INFORMAÇÃO E DOCUMENTAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-2105;ACTA DE CIÊNCIAS E SAÚDE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-2172;CENA EM MOVIMENTO;ARTES;C 
2178-2172;CENA EM MOVIMENTO;ARTES;C 
2178-2229;CADERNOS DE PESQUISA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-2547;BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. SÉRIE CIÊNCIAS HUMANAS;BIODIVERSIDADE;B5
2178-2547;BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. SÉRIE CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
2178-2679;PRÁXIS EDUCACIONAL (ONLINE);ARTES;B2
2178-2679;PRÁXIS EDUCACIONAL (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-2679;PRÁXIS EDUCACIONAL (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-2687;CONEXÃO: COMUNICAÇÃO E CULTURA;ARTES;B3
2178-2687;CONEXÃO: COMUNICAÇÃO E CULTURA;ARQUITETURA, URBANISMO E DESIGN;B1
2178-2687;CONEXÃO: COMUNICAÇÃO E CULTURA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-2792;DILEMAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2178-2792;DILEMAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
2178-2822;REVISTA BRASILEIRA DE INOVAÇÃO;ASTRONOMIA / FÍSICA                               ;C 
2178-2822;REVISTA BRASILEIRA DE INOVAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-2822;REVISTA BRASILEIRA DE INOVAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-2865;REVISTA DE POLITICAS PÚBLICAS DA UFMA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2178-2911;HISTÓRIA DA CIÊNCIA E ENSINO: CONSTRUINDO INTERFACES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-3284;Resgate: Revista Interdisciplinar de Cultura;ARTES;B3
2178-3284;Resgate: Revista Interdisciplinar de Cultura;ARQUITETURA, URBANISMO E DESIGN;C 
2178-3411;UNOESC & CIÊNCIA - ACBS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-342X;UNOESC & CIÊNCIA - ACET;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-3438;UNOESC & CIÊNCIA - ACHS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-3446;UNOESC & CIÊNCIA - ACSA;ARQUITETURA, URBANISMO E DESIGN;B5
2178-3446;UNOESC & CIÊNCIA - ACSA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-3586;REVISTA TECHNOENG;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-3748;OFICINA DO HISTORIADOR;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2178-3845;ARTCULTURA;ARTES;B2
2178-4558;REVISTA TUCUNDUBA;ARTES;C 
2178-4582;REVISTA DE CIÊNCIAS HUMANAS;ARTES;B4
2178-4582;REVISTA DE CIÊNCIAS HUMANAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2178-4582;REVISTA DE CIÊNCIAS HUMANAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-4612;CONJECTURA: FILOSOFIA E EDUCAÇÃO (UCS);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-4612;CONJECTURA: FILOSOFIA E EDUCACAO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-4744;CONTRACORRENTE: REVISTA DE ESTUDOS LITERÁRIOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2178-4884;REVISTA BRASILEIRA DE CIÊNCIA POLÍTICA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
2178-4884;REVISTA BRASILEIRA DE CIÊNCIA POLÍTICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
2178-5198;ACTA SCIENTIARUM. EDUCATION (PRINT);ARTES;B1
2178-5198;ACTA SCIENTIARUM. EDUCATION (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
2178-5201;ACTA SCIENTIARUM. EDUCATION (ONLINE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
2178-5937;REVISTA PERSPECTIVA (ONLINE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2178-6011;BRAZILIAN DENTAL SCIENCE;BIODIVERSIDADE;C 
2178-6011;BRAZILIAN DENTAL SCIENCE;ASTRONOMIA / FÍSICA                               ;C 
2178-6259;REVISTA NEGÓCIOS EM PROJEÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2178-6275;REVISTA PROJEÇÃO E DOCÊNCIA;ARQUITETURA, URBANISMO E DESIGN;B5
