ISSN;Título;Área de Avaliação;Estrato
2447-5033;JOURNAL ON ADVANCES IN THEORETICAL AND APPLIED INFORMATICS;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2447-536X;ORNAMENTAL HORTICULTURE;CIÊNCIAS BIOLÓGICAS I                             ;C 
2447-536X;ORNAMENTAL HORTICULTURE;CIÊNCIAS AGRÁRIAS I                               ;B3
2447-536X;ORNAMENTAL HORTICULTURE;BIOTECNOLOGIA                                     ;C 
2447-536X;ORNAMENTAL HORTICULTURE;BIODIVERSIDADE;C 
2447-536X;ORNAMENTAL HORTICULTURE;ARTES;B5
2447-5467;REVISTA ESTUDOS INSTITUCIONAIS;DIREITO                                           ;B1
2447-5467;REVISTA ESTUDOS INSTITUCIONAIS;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B4
2447-5467;REVISTA ESTUDOS INSTITUCIONAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-5548;REVISTA NEP - NÚCLEO DE ESTUDOS PARANAENSES DA UFPR;CIÊNCIAS AMBIENTAIS;B5
2447-5548;REVISTA NEP - NÚCLEO DE ESTUDOS PARANAENSES DA UFPR;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2447-5580;BRAZILIAN JOURNAL OF PRODUCTION ENGINEERING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-5726;TICS & EAD EM FOCO;COMUNICAÇÃO E INFORMAÇÃO;B5
2447-5726;TICS & EAD EM FOCO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-5777;ENSINO & MULTIDISCIPLINARIDADE;COMUNICAÇÃO E INFORMAÇÃO;B5
2447-584X;REVISTA DE DIREITO, ESTADO E CIDADANIA;DIREITO                                           ;C 
2447-5971;EDUCAÇÃO BÁSICA REVISTA;BIODIVERSIDADE;C 
2447-598X;REVISTA INOVA CIÊNCIA & TECNOLOGIA / INNOVATIVE SCIENCE & TECHNOLOGY JOURNAL;CIÊNCIAS AGRÁRIAS I                               ;B5
2447-598X;REVISTA INOVA CIÊNCIA & TECNOLOGIA / INNOVATIVE SCIENCE & TECHNOLOGY JOURNAL;CIÊNCIA DE ALIMENTOS                              ;C 
2447-598X;REVISTA INOVA CIÊNCIA & TECNOLOGIA / INNOVATIVE SCIENCE & TECHNOLOGY JOURNAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-6102;REVISTA INTERDISCIPLINAR DE PESQUISA EM ENGENHARIA;CIÊNCIAS AMBIENTAIS;B5
2447-6102;REVISTA INTERDISCIPLINAR DE PESQUISA EM ENGENHARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-6129;REVISTA DE ENSINO E PESQUISA EM ADMINISTRAÇÃO E ENGENHARIA;CIÊNCIAS AMBIENTAIS;B4
2447-6129;REVISTA DE ENSINO E PESQUISA EM ADMINISTRAÇÃO E ENGENHARIA;BIOTECNOLOGIA                                     ;C 
2447-6129;REVISTA DE ENSINO E PESQUISA EM ADMINISTRAÇÃO E ENGENHARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-617X;REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE;ARQUITETURA, URBANISMO E DESIGN;C 
2447-6293;RELPE: REVISTA LEITURAS EM PEDAGOGIA E EDUCAÇÃO;BIODIVERSIDADE;C 
2447-6358;REVISTA ACADÊMICA FACULDADE PROGRESSO;DIREITO                                           ;C 
2447-6498;REVISTA INTERDISCIPLINAR EM CULTURA E SOCIEDADE;ARTES;B5
2447-6498;REVISTA INTERDISCIPLINAR EM CULTURA E SOCIEDADE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2447-6501;CADERNOS DE INOVAÇÃO EM PEQUENOS NEGÓCIOS: COMÉRCIO;CIÊNCIAS AMBIENTAIS;B5
2447-6536;REVISTA DE DIREITO DA FACULDADE GUANAMBI;DIREITO                                           ;C 
2447-6684;INSURGÊNCIA: REVISTA DE DIREITOS E MOVIMENTOS SOCIAIS;DIREITO                                           ;C 
2447-6684;INSURGÊNCIA: REVISTA DE DIREITOS E MOVIMENTOS SOCIAIS;CIÊNCIAS AMBIENTAIS;C 
2447-6684;INSURGÊNCIA: REVISTA DE DIREITOS E MOVIMENTOS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2447-6714;REVISTA BRASILEIRA DE BIODIVERSIDADE E BIOTECNOLOGIA;BIOTECNOLOGIA                                     ;C 
2447-6927;REVISTA CLEA;ARTES;B2
2447-6927;REVISTA CLEA;ARQUITETURA, URBANISMO E DESIGN;B5
2447-6943;CADERNOS DE ESTUDOS E PESQUISA NA EDUCAÇÃO BÁSICA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B4
2447-6943;CADERNOS DE ESTUDOS E PESQUISA NA EDUCAÇÃO BÁSICA;ARQUITETURA, URBANISMO E DESIGN;C 
2447-7028;RCT: REVISTA DE CIÊNCIA E TECNOLOGIA;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2447-7044;REVISTA TEXTOS GRADUADOS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2447-7117;REVISTA DA TULHA;ARTES;C 
2447-7451;INTERNATIONAL JOURNAL OF BUSINESS MARKETING;COMUNICAÇÃO E INFORMAÇÃO;B5
2447-7451;INTERNATIONAL JOURNAL OF BUSINESS MARKETING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-7516;TRAMA: INDÚSTRIA CRIATIVA EM REVISTA;COMUNICAÇÃO E INFORMAÇÃO;C 
2447-7516;TRAMA: INDÚSTRIA CRIATIVA EM REVISTA;ARQUITETURA, URBANISMO E DESIGN;B5
2447-7532;CADERNOS DO DESENVOLVIMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-7567;IMPLANTNEWSPERIO INTERNATIONAL JOURNAL;CIÊNCIAS BIOLÓGICAS II                            ;C 
2447-7648;REVISTA EM GESTÃO, INOVAÇÃO E SUSTENTABILIDADE;CIÊNCIAS AMBIENTAIS;B5
2447-7648;REVISTA EM GESTÃO, INOVAÇÃO E SUSTENTABILIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-780X;REVISTA DO INSTITUTO DE POLÍTICAS PÚBLICAS DE MARÍLIA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2447-7826;SALUS ¿ JOURNAL OF HEALTH SCIENCES;CIÊNCIAS BIOLÓGICAS II                            ;C 
2447-7826;SALUS ¿ JOURNAL OF HEALTH SCIENCES;BIOTECNOLOGIA                                     ;C 
2447-7915;REVISTA INTERFACIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;C 
2447-794X;NEXUS - REVISTA DE EXTENSÃO DO IFAM;CIÊNCIAS AMBIENTAIS;B5
2447-794X;NEXUS - REVISTA DE EXTENSÃO DO IFAM;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;C 
2447-794X;NEXUS - REVISTA DE EXTENSÃO DO IFAM;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-7982;REVISTA PUBLICUM;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;C 
2447-8024;REVISTA METROPOLITANA DE GOVERNANÇA CORPORATIVA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2447-8040;MAGNA REVISTA JURÍDICA;DIREITO                                           ;C 
2447-8156;REVISTA DE ADMINISTRAÇÃO, SOCIEDADE E INOVAÇÃO;COMUNICAÇÃO E INFORMAÇÃO;B5
2447-8156;REVISTA DE ADMINISTRAÇÃO, SOCIEDADE E INOVAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
2447-8520;REVISTA GESTÃO, INOVAÇÃO E NEGÓCIOS;CIÊNCIAS AMBIENTAIS;B5
2447-861X;CADERNOS DO CEAS;DIREITO                                           ;B5
2447-8679;REVISTA THÉSIS;ARTES;C 
2447-8679;REVISTA THÉSIS;ARQUITETURA, URBANISMO E DESIGN;B5
2447-8725;MULTIVERSO - REVISTA ELETRÔNICA DO CAMPUS JUIZ DE FORA;CIÊNCIAS AGRÁRIAS I                               ;B5
2447-8725;MULTIVERSO - REVISTA ELETRÔNICA DO CAMPUS JUIZ DE FORA;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2447-8725;MULTIVERSO - REVISTA ELETRÔNICA DO CAMPUS JUIZ DE FORA;BIODIVERSIDADE;C 
2447-8725;MULTIVERSO - REVISTA ELETRÔNICA DO CAMPUS JUIZ DE FORA;ASTRONOMIA / FÍSICA                               ;C 
2447-8733;REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS;CIÊNCIAS AMBIENTAIS;B2
2447-8733;REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS;BIODIVERSIDADE;C 
2447-8733;REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-8938;JOURNAL OF HEALTH SCIENCES (UNOPAR);CIÊNCIAS BIOLÓGICAS II                            ;C 
2447-8938;JOURNAL OF HEALTH SCIENCES (UNOPAR);CIÊNCIAS AMBIENTAIS;B5
2447-8938;JOURNAL OF HEALTH SCIENCES (UNOPAR);CIÊNCIAS AGRÁRIAS I                               ;B5
2447-908X;REVISTA DO ARQUIVO;DIREITO                                           ;B5
2447-9144;REVISTA BRASILEIRA DA ADVOCACIA;DIREITO                                           ;C 
2447-9195;GEOFRONTER;CIÊNCIAS AMBIENTAIS;B5
2447-9365;REVISTA DEFESA E SEGURANÇA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2447-9373;PLURAIS: REVISTA MULTIDISCIPLINAR DA UNEB;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;C 
2447-9411;REVISTA SABERES UNIVERSITÁRIOS;ARTES;C 
2447-9462;JOURNAL OF SEDIMENTARY ENVIRONMENTS;CIÊNCIAS AMBIENTAIS;B3
2447-9462;JOURNAL OF SEDIMENTARY ENVIRONMENTS;BIODIVERSIDADE;C 
2447-9462;JOURNAL OF SEDIMENTARY ENVIRONMENTS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2447-9527;REJU - REVISTA JURÍDICA DA OAPEC ENSINO SUPERIOR;DIREITO                                           ;C 
2447-9705;REFLEXÕES ECONÔMICAS;CIÊNCIAS AMBIENTAIS;B5
2447-9705;REFLEXÕES ECONÔMICAS;CIÊNCIAS AGRÁRIAS I                               ;B5
2447-9705;REFLEXÕES ECONÔMICAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2447-9837;ÁLTERA REVISTA DE ANTROPOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2447-987X;REVISTA DIPLOMATIZE;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2448-0002;JORNAL INTERDISCIPLINAR DE BIOCIÊNCIAS;CIÊNCIAS BIOLÓGICAS II                            ;C 
2448-0126;RECAT - REVISTA ELETRÔNICA CIÊNCIAS DA ADMINISTRAÇÃO E TURISMO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-0320;EDUCAÇÃO EM ANÁLISE;COMUNICAÇÃO E INFORMAÇÃO;B5
2448-0452;REVISTA ELETRÔNICA COMPETÊNCIAS DIGITAIS PARA AGRICULTURA FAMILIAR (RECODAF);COMUNICAÇÃO E INFORMAÇÃO;B5
2448-0479;REVISTA ELETRÔNICA CIENTÍFICA DA UERGS;CIÊNCIAS BIOLÓGICAS II                            ;C 
2448-0479;REVISTA ELETRÔNICA CIENTÍFICA DA UERGS;CIÊNCIAS AGRÁRIAS I                               ;B5
2448-0479;REVISTA ELETRÔNICA CIENTÍFICA DA UERGS;BIOTECNOLOGIA                                     ;C 
2448-0479;REVISTA ELETRÔNICA CIENTÍFICA DA UERGS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-0517;JURIS POIESIS;DIREITO                                           ;B1
2448-0525;REVISTA SOBECC - ASSOCIAÇÃO BRASILEIRA DE ENFERMAGEM DE CENTRO CIRÚRGICO, RECUPERAÇÃO ANESTÉSICA E CENTRO DE MATERIAL E ESTERILIZAÇÃO;CIÊNCIAS AMBIENTAIS;B4
2448-0959;REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-1092;REVISTA CIDADES;ARQUITETURA, URBANISMO E DESIGN;C 
2448-1106;INFORMAÇÃO. REVISTA DIGITAL DO CEFOR/SEDUC;ASTRONOMIA / FÍSICA                               ;C 
2448-1246;METAGRAPHIAS;ARTES;B5
2448-1246;METAGRAPHIAS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2448-1548;REVISTA ALPHA;COMUNICAÇÃO E INFORMAÇÃO;B5
2448-1548;REVISTA ALPHA;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;B5
2448-1661;REVISTA BRASILEIRA DE ENGENHARIA E SUSTENTABILIDADE;CIÊNCIAS AGRÁRIAS I                               ;B5
2448-1661;REVISTA BRASILEIRA DE ENGENHARIA E SUSTENTABILIDADE;CIÊNCIA DE ALIMENTOS                              ;C 
2448-1661;REVISTA BRASILEIRA DE ENGENHARIA E SUSTENTABILIDADE;BIODIVERSIDADE;C 
2448-1661;REVISTA BRASILEIRA DE ENGENHARIA E SUSTENTABILIDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-167X;REM - INTERNATIONAL ENGINEERING JOURNAL;CIÊNCIAS AMBIENTAIS;B2
2448-167X;REM - INTERNATIONAL ENGINEERING JOURNAL;CIÊNCIAS AGRÁRIAS I                               ;B2
2448-167X;REM - INTERNATIONAL ENGINEERING JOURNAL;BIODIVERSIDADE;C 
2448-1750;REVISTA DO MUSEU DE ARQUEOLOGIA E ETNOLOGIA;COMUNICAÇÃO E INFORMAÇÃO;B3
2448-1750;REVISTA DO MUSEU DE ARQUEOLOGIA E ETNOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
2448-1793;REVISTA NÓS ? CULTURA, ESTÉTICA & LINGUAGENS;ARTES;C 
2448-1904;REVISTA COMING - COMMUNICATIONS AND INNOVATIONS GAZETTE;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2448-1947;REVISTA PHOTO & DOCUMENTO;COMUNICAÇÃO E INFORMAÇÃO;B5
2448-198X;REVISTA LATINO-AMERICANA DE TURISMOLOGIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-1998;ETHNOSCIENTIA;CIÊNCIAS BIOLÓGICAS I                             ;C 
2448-1998;ETHNOSCIENTIA;CIÊNCIAS AMBIENTAIS;C 
2448-1998;ETHNOSCIENTIA;CIÊNCIAS AGRÁRIAS I                               ;B5
2448-1998;ETHNOSCIENTIA;BIODIVERSIDADE;C 
2448-2064;REVISTA INTERFACE;CIÊNCIAS AMBIENTAIS;B5
2448-2307;REVISTA ACADÊMICA;DIREITO                                           ;B4
2448-2307;REVISTA ACADÊMICA;CIÊNCIAS BIOLÓGICAS I                             ;C 
2448-2307;REVISTA ACADÊMICA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2448-2307;REVISTA ACADÊMICA;ARTES;B5
2448-2307;REVISTA ACADÊMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-2307;REVISTA ACADÊMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-2455;JOURNAL OF PHYSICAL EDUCATION (ONLINE);CIÊNCIAS BIOLÓGICAS II                            ;C 
2448-2609;HERÓDOTO - REVISTA DO GRUPO DE ESTUDOS E PESQUISAS SOBRE A ANTIGUIDADE CLÁSSICA E SUAS CONEXÕES AFRO-ASIÁTICAS;CIÊNCIAS AMBIENTAIS;B5
2448-2676;QUANTA - COMUNICAÇÃO E CULTURA;COMUNICAÇÃO E INFORMAÇÃO;B5
2448-2773;REVISTA DO CENTRO DE PESQUISA E FORMAÇÃO;COMUNICAÇÃO E INFORMAÇÃO;C 
2448-2773;REVISTA DO CENTRO DE PESQUISA E FORMAÇÃO;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2448-2773;REVISTA DO CENTRO DE PESQUISA E FORMAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
2448-2811;ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA;CIÊNCIAS AMBIENTAIS;B5
2448-2811;ANAIS DA ACADEMIA PERNAMBUCANA DE CIÊNCIA AGRONÔMICA;CIÊNCIAS AGRÁRIAS I                               ;B5
2448-2889;REVISTA LIVRE DE SUSTENTABILIDADE E EMPREENDEDORISMO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
2448-296X;REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE;ARQUITETURA, URBANISMO E DESIGN;C 
2448-296X;REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-3052;REVISTA DE GESTÃO E NEGÓCIOS DO ESPORTE;COMUNICAÇÃO E INFORMAÇÃO;B5
2448-3052;REVISTA DE GESTÃO E NEGÓCIOS DO ESPORTE;CIÊNCIAS AMBIENTAIS;B5
2448-3052;REVISTA DE GESTÃO E NEGÓCIOS DO ESPORTE;CIÊNCIAS AGRÁRIAS I                               ;B5
2448-3052;REVISTA DE GESTÃO E NEGÓCIOS DO ESPORTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-3184;BRAZILIAN JOURNAL OF FOOD RESEARCH;CIÊNCIA DE ALIMENTOS                              ;C 
2448-3184;BRAZILIAN JOURNAL OF FOOD RESEARCH;BIOTECNOLOGIA                                     ;C 
2448-3257;REVISTA ELETRÔNICA DE DIREITO, DEMOCRACIA E SOCIEDADE;DIREITO                                           ;C 
2448-3524;APPLIED TOURISM;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-3583;REVISTA EDUCAÇÃO & FORMAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-3664;REVISTA DE EMPREENDEDORISMO, NEGÓCIOS E INOVAÇÃO (RENI);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-3923;REVISTA BRASILEIRA DE ESTUDOS AFRICANOS;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2448-3923;REVISTA BRASILEIRA DE ESTUDOS AFRICANOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-4091;REVISTA DE CIÊNCIA E INOVAÇÃO DO IF FARROUPILHA;CIÊNCIAS BIOLÓGICAS I                             ;C 
2448-4091;REVISTA DE CIÊNCIA E INOVAÇÃO DO IF FARROUPILHA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-4105;REVISTA INNOVER;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2448-4180;UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS;CIÊNCIA DA COMPUTAÇÃO                             ;C 
2448-4245;REVISTA DE EXTENSÃO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
2448-4520;REVISTA LINGUAGENS & LETRAMENTOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
2448-4601;REVISTA SABERES DOCENTES;ASTRONOMIA / FÍSICA                               ;C 
2448-461X;DIKÉ REVISTA DO MESTRADO EM DIREITO DA UFS (ONLINE);DIREITO                                           ;C 
2448-5144;DESACATOS. REVISTA DE ANTROPOLOGÍA SOCIAL;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B1
2448-5144;DESACATOS. REVISTA DE ANTROPOLOGÍA SOCIAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
2448-5705;INTERDISCIPLINA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
2449-1616;WEBER PSYCHIATRY & PSYCHOLOGY;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;B5
2449-1616;WEBER PSYCHIATRY & PSYCHOLOGY;BIODIVERSIDADE;C 
2449-1810;JOURNAL OF MEDICAL AND BIOLOGICAL SCIENCE RESEARCH;CIÊNCIAS BIOLÓGICAS II                            ;C 
2449-6413;R/EVOLUTIONS: GLOBAL TRENDS & REGIONAL ISSUES;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B4
2449-8726;WSPÓ?PRACA EUROPEJSKA;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        ;B5
2451-6961;PASADO ABIERTO;DIREITO                                           ;C 
2451-8301;IBRO REPORTS;CIÊNCIAS BIOLÓGICAS II                            ;C 
2451-8301;IBRO REPORTS;CIÊNCIAS BIOLÓGICAS I                             ;C 
2451-8476;OBESITY MEDICINE;CIÊNCIAS BIOLÓGICAS II                            ;C 
2451-9456;CELL CHEMICAL BIOLOGY;BIOTECNOLOGIA                                     ;C 
2451-9685;EXPOSURE AND HEALTH;CIÊNCIAS AMBIENTAIS;B1
2452-0144;GENE REPORTS;CIÊNCIAS BIOLÓGICAS II                            ;C 
2452-0144;GENE REPORTS;CIÊNCIAS BIOLÓGICAS I                             ;C 
2452-0144;GENE REPORTS;CIÊNCIAS AMBIENTAIS;B4
2452-0144;GENE REPORTS;BIODIVERSIDADE;C 
2452-2236;CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY;CIÊNCIAS AMBIENTAIS;B2
2452-2929;WORLD DEVELOPMENT PERSPECTIVES;CIÊNCIAS AMBIENTAIS;B2
2452-2929;WORLD DEVELOPMENT PERSPECTIVES;CIÊNCIAS AGRÁRIAS I                               ;B5
2452-2929;WORLD DEVELOPMENT PERSPECTIVES;BIODIVERSIDADE;C 
2454-1311;INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING, MANAGEMENT AND SCIENCE;CIÊNCIAS AMBIENTAIS;C 
2454-1311;INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING, MANAGEMENT AND SCIENCE;CIÊNCIAS AGRÁRIAS I                               ;B5
2454-1311;INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING, MANAGEMENT AND SCIENCE;CIÊNCIA DE ALIMENTOS                              ;C 
2454-1850;INTERNATIONAL JOURNAL OF ENVIRONMENTAL AND AGRICULTURE RESEARCH;CIÊNCIAS AMBIENTAIS;C 
2454-1850;INTERNATIONAL JOURNAL OF ENVIRONMENTAL AND AGRICULTURE RESEARCH;CIÊNCIAS AGRÁRIAS I                               ;B5
2454-1850;INTERNATIONAL JOURNAL OF ENVIRONMENTAL AND AGRICULTURE RESEARCH;CIÊNCIA DE ALIMENTOS                              ;C 
2454-1850;INTERNATIONAL JOURNAL OF ENVIRONMENTAL AND AGRICULTURE RESEARCH;BIOTECNOLOGIA                                     ;C 
2454-1850;INTERNATIONAL JOURNAL OF ENVIRONMENTAL AND AGRICULTURE RESEARCH;BIODIVERSIDADE;C 
2454-4116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;CIÊNCIAS BIOLÓGICAS I                             ;C 
2454-4116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;CIÊNCIAS AMBIENTAIS;C 
2454-4116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;CIÊNCIAS AGRÁRIAS I                               ;B5
2454-4116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;CIÊNCIA DE ALIMENTOS                              ;C 
2454-4116;INTERNATIONAL JOURNAL OF NEW TECHNOLOGY AND RESEARCH;ARQUITETURA, URBANISMO E DESIGN;C 
2454-4205;JOURNAL OF GLOBAL AGRICULTURE AND ECOLOGY;CIÊNCIAS AGRÁRIAS I                               ;B5
2454-4205;JOURNAL OF GLOBAL AGRICULTURE AND ECOLOGY;BIOTECNOLOGIA                                     ;C 
2454-4205;JOURNAL OF GLOBAL AGRICULTURE AND ECOLOGY;BIODIVERSIDADE;C 
2454-7077;ARCHIVES OF CURRENT RESEARCH INTERNATIONAL;CIÊNCIAS AMBIENTAIS;C 
2454-7662;INTERNATIONAL JOURNAL OF INNOVATIVE STUDIES IN AQUATIC BIOLOGY AND FISHERIES (IJISABF);BIOTECNOLOGIA                                     ;C 
2454-9916;INTERNATIONAL EDUCATION & RESEARCH JOURNAL;CIÊNCIAS AMBIENTAIS;C 
2454-9916;INTERNATIONAL EDUCATION & RESEARCH JOURNAL;BIOTECNOLOGIA                                     ;B5
2455-0299;JOURNAL OF NATURAL PRODUCTS AND RESOURCES;CIÊNCIAS BIOLÓGICAS II                            ;C 
2455-2283;ARCHIVES OF CLINICAL GASTROENTEROLOGY;CIÊNCIAS BIOLÓGICAS II                            ;C 
2455-2283;ARCHIVES OF CLINICAL GASTROENTEROLOGY;CIÊNCIAS BIOLÓGICAS I                             ;C 
2455-2283;ARCHIVES OF CLINICAL GASTROENTEROLOGY;BIOTECNOLOGIA                                     ;C 
2455-2283;ARCHIVES OF CLINICAL GASTROENTEROLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
2455-2321;SCIENCE ADVANCES TODAY;ASTRONOMIA / FÍSICA                               ;C 
2455-264X;IOSR JOURNAL OF BIOTECHNOLOGY AND BIOCHEMISTRY;CIÊNCIA DE ALIMENTOS                              ;C 
2455-3107;INTERNATIONAL JOURNAL OF CURRENT MULTIDISCIPLINARY STUDIES;CIÊNCIAS AGRÁRIAS I                               ;B5
2455-3891;ASIAN JOURNAL OF PHARMACEUTICAL AND CLINICAL RESEARCH;BIOTECNOLOGIA                                     ;B5
2455-3956;WORLD JOURNAL OF RESEARCH AND REVIEW;CIÊNCIAS BIOLÓGICAS I                             ;C 
2455-6378;INTERNACIONAL JOURNAL OF ADVANCED SCIENTIFIC RESEARCH AND MANAGEMENT (ONLINE);CIÊNCIAS BIOLÓGICAS II                            ;C 
