ISSN;Título;Área de Avaliação;Estrato
0041-8633;BOLETÍN MEXICANO DE DERECHO COMPARADO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0041-8676;REVISTA DE LA FACULTAD DE AGRONOMÍA (LA PLATA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0041-8676;REVISTA DE LA FACULTAD DE AGRONOMÍA (LA PLATA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0041-8862;REVISTA DE CIÊNCIAS SOCIAIS - UNIVERSIDADE FEDERAL DO CEARÁ - UFC - ECONOMIA E POLÍTICA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0041-8862;REVISTA DE CIÊNCIAS SOCIAIS - UNIVERSIDADE FEDERAL DO CEARÁ - UFC - ECONOMIA E POLÍTICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0042-0980;URBAN STUDIES (HARLOW. PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0043-8774;THE WORLD OF MUSIC (WILHELMSHAVEN);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0044-5967;ACTA AMAZONICA (IMPRESSO);ARQUITETURA, URBANISMO E DESIGN;A2
0044-5967;ACTA AMAZONICA (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0046-001X;DESARROLLO ECONÓMICO (BUENOS AIRES);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0046-8444;IBERO AMERICANA (STOCKHOLM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0046-9750;JOURNAL OF THE INSTITUTE OF BREWING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0046-9939;BOLETIM DO INSTITUTO DE PESCA (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0047-2085;JORNAL BRASILEIRO DE PSIQUIATRIA (UFRJ. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0047-2085;JORNAL BRASILEIRO DE PSIQUIATRIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0047-2484;JOURNAL OF HUMAN EVOLUTION;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0047-2506;JOURNAL OF INTERNATIONAL BUSINESS STUDIES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0047-2778;JOURNAL OF SMALL BUSINESS MANAGEMENT (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0047-2875;JOURNAL OF TRAVEL RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0049-8246;X-RAY SPECTROMETRY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0066-4677;ANTHROPOLOGICAL FORUM: A JOURNAL OF SOCIAL ANTHROPOLOGY AND COMPARATIVE SOCIOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0066-7870;ARQUIVOS DE ZOOLOGIA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0067-9615;BOLETIM DE INDÚSTRIA ANIMAL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0067-964X;BOLETIM PARANAENSE DE GEOCIÊNCIAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0073-4721;IHERINGIA. SÉRIE ZOOLOGIA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0076-6046;MEDICINA (USP.FMRP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0080-2107;RAUSP. REVISTA DE ADMINISTRAÇÃO DA UNIVERSIDADE DE SÃO PAULO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0080-2107;RAUSP. REVISTA DE ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0080-2107;RAUSP-E - REVISTA DE ADMINISTRAÇÃO - ELETRÔNICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0080-2107;RAUSP - REVISTA DE ADMINISTRAÇÃO (FEA-USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0084-6570;ANNUAL REVIEW OF ANTHROPOLOGY (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0091-3367;JOURNAL OF ADVERTISING;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0092-0703;JOURNAL OF THE ACADEMY OF MARKETING SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0092-5853;AMERICAN JOURNAL OF POLITICAL SCIENCE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0093-5301;JOURNAL OF CONSUMER RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0094-0496;AMERICAN ETHNOLOGIST;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0094-1700;JOURNAL OF SPORT HISTORY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0094-2405;MEDICAL PHYSICS (LANCASTER);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0094-9655;JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0095-182X;AMERICAN INDIAN QUARTERLY (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0095-3628;MICROBIAL ECOLOGY;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0095-3997;ADMINISTRATION & SOCIETY;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A1
0098-7913;SERIALS REVIEW;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0098-9258;ADVANCES IN CONSUMER RESEARCH;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0099-2240;APPLIED AND ENVIRONMENTAL MICROBIOLOGY (PRINT);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0099-2399;JOURNAL OF ENDODONTICS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0099-5355;THE LANCET (NORTH AMERICAN EDITION);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0100-0039;CIENTIFICA: REVISTA DE AGRONOMIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0100-0233;REVISTA BAIANA DE SAÚDE PUBLICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
0100-0551;PESQUISA E PLANEJAMENTO ECONÔMICO (RIO DE JANEIRO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0100-0683;REVISTA BRASILEIRA DE CIÊNCIA DO SOLO (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0100-1248;NAVIGATOR (RIO DE JANEIRO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0100-1248;NAVIGATOR. SUBSÍDIOS PARA A HISTÓRIA MARÍTIMA DO BRASIL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0100-1248;NAVIGATOR (RIO DE JANEIRO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0100-1574;CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0100-1574;CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0100-199X;BIB REVISTA BRASILEIRA DE INFORMACAO BIBLIOGRAFICA EM CIENCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0100-2430;REVISTA BRASILEIRA DE MEDICINA VETERINÁRIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0100-2589;REVISTA BRASILEIRA DE DIREITO PROCESSUAL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0100-2945;REVISTA BRASILEIRA DE FRUTICULTURA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0100-4298;AGROANALYSIS (FGV);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0100-4409;INFORMAÇÕES ECONÔMICAS (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
0100-4670;ECLÉTICA QUÍMICA (UNESP. ARARAQUARA. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0100-4956;REVISTA ECONÔMICA DO NORDESTE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0100-4956;REVISTA ECONÔMICA DO NORDESTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0100-6762;REVISTA ÁRVORE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0100-6916;ENGENHARIA AGRÍCOLA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0100-6932;HISTÓRIA. QUESTÕES E DEBATES;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0100-7246;REVISTA DA PROPRIEDADE INDUSTRIAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;C 
0100-736X;PESQUISA VETERINÁRIA BRASILEIRA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0100-736X;PESQUISA VETERINÁRIA BRASILEIRA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0100-7467;AGROPECUÁRIA TÉCNICA (UFPB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0100-7912;GEOGRAFIA (RIO CLARO. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0100-7912;GEOGRAFIA (RIO CLARO. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0100-8587;RELIGIÃO E SOCIEDADE;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0101-0522;LAES/HAES;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-0913;REVISTA DO CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS, UNIVERSIDADE FEDERAL DE SANTA MARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-1723;ENSAIOS FEE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0101-2568;INFORMAÇÕES FIPE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-2908;PERSPECTIVA (EREXIM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-3106;IDE (SÃO PAULO. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0101-3130;ESTUDOS TEOLÓGICOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0101-3157;REVISTA DE ECONOMIA POLÍTICA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0101-3157;REVISTA DE ECONOMIA POLÍTICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0101-3173;TRANS/FORM/AÇÃO (UNESP. MARÍLIA. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0101-3289;REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-3300;NOVOS ESTUDOS CEBRAP (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0101-3300;NOVOS ESTUDOS CEBRAP (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-3459;PERSPECTIVAS: REVISTA DE CIÊNCIAS SOCIAIS (UNESP. ARARAQUARA. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0101-4064;ESTUDOS IBERO-AMERICANOS (PUCRS. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0101-4064;ESTUDOS IBERO-AMERICANOS (PUCRS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0101-4161;ESTUDOS ECONÔMICOS (USP. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-4161;ESTUDOS ECONÔMICOS (SÃO PAULO. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-4714;ANAIS DO MUSEU PAULISTA: HISTÓRIA, CULTURA E MATERIAL (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0101-5001;REVISTA DE ENSINO DE ENGENHARIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-5273;OIKOS (VIÇOSA, MG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0101-5397;PETRO E QUÍMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-5397;PETRO & QUÍMICA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-546X;ESTUDOS AFRO-ASIÁTICOS (UCAM. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0101-5532;CARTA CEPRO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B5
0101-6040;REVISTA DAE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-6083;REVISTA DE PSIQUIATRIA CLÍNICA (SÃO PAULO. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-6628;SERVIÇO SOCIAL & SOCIEDADE;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0101-7330;EDUCAÇÃO & SOCIEDADE (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0101-7330;EDUCAÇÃO & SOCIEDADE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0101-7438;PESQUISA OPERACIONAL (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0101-7497;REVISTA DO ADVOGADO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-7888;BOLETIM GAÚCHO DE GEOGRAFIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0101-8434;REB. REVISTA ECLESIASTICA BRASILEIRA;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0101-8515;CIÊNCIA HOJE;ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0101-9031;EDUCAÇÃO (UFSM);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0101-9031;EDUCAÇÃO (UFSM);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0101-9082;GEOCIÊNCIAS (UNESP. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0101-9171;HIGIENE ALIMENTAR;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0101-949X;JUSTITIA (SÃO PAULO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0101-9589;REVISTA DE CIÊNCIAS HUMANAS (UFSC);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0101-9589;REVISTA DE CIÊNCIAS HUMANAS (UFSC);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0101-9589;REVISTA DE CIÊNCIAS HUMANAS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0102-0188;REVISTA BRASILEIRA DE HISTÓRIA (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0102-0420;REVISTA DE ARQUEOLOGIA (SOCIEDADE DE ARQUEOLOGIA BRASILEIRA. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0102-0935;ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-3055;COMUNICAÇÕES DO ISER;ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0102-3098;REVISTA BRASILEIRA DE ESTUDOS DE POPULAÇÃO (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0102-3098;REVISTA BRASILEIRA DE ESTUDOS DE POPULAÇÃO (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-311X;CADERNOS DE SAÚDE PÚBLICA (ENSP. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0102-311X;CADERNOS DE SAÚDE PÚBLICA (ENSP. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;A2
0102-3772;PSICOLOGIA: TEORIA E PESQUISA (UNB. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-3888;GEOGRAFIA (LONDRINA);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0102-4175;CADERNOS DE PESQUISA (UFMA);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-4248;CADERNOS DE ESTUDOS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0102-4248;CADERNOS DE ESTUDOS SOCIAIS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0102-4264;ACTA SEMIÓTICA ET LINGUÍSTICA;ARQUITETURA, URBANISMO E DESIGN;B2
0102-4272;ARQUIVOS DO MUSEU DE HISTORIA NATURAL;ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0102-4302;ANUÁRIO ANTROPOLÓGICO;ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0102-4388;BIBLOS (RIO GRANDE);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0102-4582;REVISTA DO DEPARTAMENTO DE GEOGRAFIA (USP);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-4698;EDUCAÇÃO EM REVISTA (UFMG - IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0102-4698;EDUCAÇÃO EM REVISTA (UFMG - IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-4701;ESPELEO-TEMA (SÃO PAULO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B4
0102-549X;BOLETIM TÉCNICO DO SENAC;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-5503;TECNOLOGIA EDUCACIONAL;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B3
0102-552X;RAIZES (UFPB);ANTROPOLOGIA / ARQUEOLOGIA                        ;B3
0102-552X;RAIZES (UFPB);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-6003;CLIO. SÉRIE ARQUEOLÓGICA (UFPE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0102-6003;CLIO. SÉRIE ARQUEOLÓGICA (UFPE);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0102-6445;LUA NOVA (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A2
0102-6445;LUA NOVA (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-6453;INTERCOM: REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-6712;ACTA LIMNOLÓGICA BRASILIENSIA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-6720;ABCD : ARQUIVOS BRASILEIROS DE CIRURGIA DIGESTIVA;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-6909;REVISTA BRASILEIRA DE CIÊNCIAS SOCIAIS (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0102-6909;REVISTA BRASILEIRA DE CIÊNCIAS SOCIAIS;ANTROPOLOGIA / ARQUEOLOGIA                        ;A1
0102-6909;REVISTA BRASILEIRA DE CIÊNCIAS SOCIAIS (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-6933;REVISTA GAÚCHA DE ENFERMAGEM (UFRGS);ANTROPOLOGIA / ARQUEOLOGIA                        ;B5
0102-6933;REVISTA GAÚCHA DE ENFERMAGEM (UFRGS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-6992;SOCIEDADE E ESTADO (UNB. IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
0102-6992;SOCIEDADE E ESTADO (UNB. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-700X;ACERVO (RIO DE JANEIRO);ARQUITETURA, URBANISMO E DESIGN;B3
0102-7182;PSICOLOGIA E SOCIEDADE (IMPRESSO);ANTROPOLOGIA / ARQUEOLOGIA                        ;B2
0102-7182;PSICOLOGIA E SOCIEDADE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-7182;PSICOLOGIA & SOCIEDADE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B2
0102-7212;REVISTA DOS TRANSPORTES PÚBLICOS;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-7360;SINERGIA (FURG);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-7395;REVERSO (BELO HORIZONTE. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-7603;PESQUISA & DEBATE (PUCSP. 1985. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-7638;REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-7972;PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B1
0102-8413;REVISTA FORENSE (IMPRESSO);ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-8464;REVISTA DE EDUCAÇÃO FÍSICA - ESCOLA DE EDUCAÇÃO FÍSICA DO EXÉRCITO;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;B4
0102-8782;TEMPO BRASILEIRO;ANTROPOLOGIA / ARQUEOLOGIA                        ;B1
